input,output,difficulty,chapter
(   )有一本數學計算題，每頁有　25　題數學題目，全本一共　8　頁。小信全部做完，答錯　16　題，小信計算的正確率是多少？　(Ａ)　8％　(Ｂ)　80％　(Ｃ)　90％　(Ｄ)　92％。,"答案：(Ｄ) 解析：25×8＝200，200－16＝184，
184÷200＝92/100＝92％ ",中,9-3_百分率的應用
(   )家家購買一張　25000　元的股票，三個月後股票一張市值　28500　元，家家買的股票金額上升多少百分率？　(Ａ)　12％　(Ｂ)　13％　(Ｃ)　14％　(Ｄ)　15％。,"答案：(Ｃ) 解析：28500－25000＝3500，
3500÷25000＝7/50＝14/100＝14％ ",中,9-3_百分率的應用
(   )5600　位學生參加英文初級檢定，本次測驗的通過率是　34％，沒有通過檢定的學生有多少位？　(Ａ)　1904　位　(Ｂ)　2945　位　(Ｃ)　3696　位　(Ｄ)　4016　位。,答案：(Ｃ) 解析：5600×34％＝1904，5600－1904＝3696 ,中,9-3_百分率的應用
(   )車輪餅有　20　個，紅豆口味有　5　個，紅豆口味的車輪餅所占的百分率是多少？　(Ａ)　5％　(Ｂ)　20％　(Ｃ)　25％　(Ｄ)　40％。,答案：(Ｃ) 解析：5÷20＝25/100＝25％ ,易,9-3_百分率的應用
(   )哥哥今年的身高是　135　公分，比去年高了　15　公分，哥哥的身高今年比去年增加了多少百分率？　(Ａ)　11％　(Ｂ)　12.5％　(Ｃ)　13％　(Ｄ)　15％。,答案：(Ｂ) 解析：135－15＝120，15÷120＝15/120＝12.5％ ,中,9-3_百分率的應用
(   )梓鈴今天上課9/2小時，睡覺　9　小時，寫功課　2　小時，吃飯　2　小時，練琴　2　小時，其餘時間出外郊遊，郊遊的時間占全天的百分率是多少？　(Ａ)　17.85％　(Ｂ)　18.75％　(Ｃ)　20.05％　(Ｄ)　18.25％。,答案：(Ｂ) 解析：9/2＝4.5 郊遊：4.5＋9＋2＋2＋2＝19.5，24－19.5＝4.5 4.5÷24＝0.1875＝18.75％ ,難,9-3_百分率的應用
(   )一瓶果汁有　900　毫升，小真喝了　180　毫升，喝掉的果汁占全部的百分率是多少？　(Ａ)　18％　(Ｂ)　20％　(Ｃ)　22％　(Ｄ)　24％。,答案：(Ｂ) 解析：180÷900＝0.2＝20％ ,易,9-3_百分率的應用
(   )一雙鞋成本　2500　元，定價　3500　元賣出，其中鞋商加了幾成當利潤？　(Ａ)三成　(Ｂ)三成五　(Ｃ)三成二　(Ｄ)四成。,答案：(Ｄ) 解析：3500－2500＝1000，1000÷2500＝0.4 ,中,9-4_加成問題
(   )下列哪一個選項和其他意思不同？　(Ａ)降價　30％　(Ｂ)打七折　(Ｃ)　30％off　　(Ｄ)百分之七十不用付。,答案：(Ｄ) 解析：(Ｄ)百分之七十不用付是指打三折。 ,中,9-5_折扣問題
(   )一支手機定價　8500　元，周年慶打八九折，爸爸買一支手機比定價便宜多少元？　(Ａ)　7565　元　(Ｂ)　6565　元　(Ｃ)　935　元　(Ｄ)　835　元。,答案：(Ｃ) 解析：8500×89％＝7565，8500－7565＝935 ,中,9-5_折扣問題
(   )開學季，青青書局的文具都打九六折。已知一本字典定價　500　元，一本故事書定價　350　元，開學季時哥哥買一本字典和一本故事書，付　1000　元，可以找回幾元？　(Ａ)　184　元　(Ｂ)　204　元　(Ｃ)　706　元　(Ｄ)　816　元。,答案：(Ａ) 解析：500＋350＝850，850×96％＝816，1000－816＝184 ,中,9-5_折扣問題
(   )一隻玩具熊定價　580　元，打完折後便宜　87　元，這隻玩具熊打幾折？　(Ａ)一五折　(Ｂ)八五折　(Ｃ)八七折　(Ｄ)九五折。,答案：(Ｂ) 解析：87÷580＝0.15，15％不用付，等於打八五折。 ,中,9-5_折扣問題
(   )一件上衣定價　1400　元，打折後賣　990　元，一條裙子定價　1300　元，打折後賣　890　元，哪一個折扣比較多？　(Ａ)上衣　(Ｂ)裙子　(Ｃ)一樣多　(Ｄ)無法比較。,答案：(Ｂ)  ,中,9-5_折扣問題
(   )一臺腳踏車定價　4000　元，甲店說可打八五折，乙店說可省0.2的價格，丙店說可少算　400　元，丁店說有　25％off　的優待，哪一家店售價比較便宜？　(Ａ)甲店　(Ｂ)乙店　(Ｃ)丙店　(Ｄ)丁店。,答案：(Ｄ) 解析：甲店：八五折；乙店：八折；丙店：九折；丁店：七五折 ,中,9-5_折扣問題
(   )一支羽毛球拍定價　980　元，打八折後，可以便宜多少元？　(Ａ)　196　元　(Ｂ)　236　元　(Ｃ)　488　元　(Ｄ)　784　元。,答案：(Ａ) 解析：980×80％＝784，980－784＝196 ,易,9-5_折扣問題
(   )百貨公司周年慶，全館商品打七五折。原價　800　元的商品，打折後變成多少元？　(Ａ)　680　元　(Ｂ)　650　元　(Ｃ)　600　元　(Ｄ)　550　元。,答案：(Ｃ) 解析：800×75％＝600 ,易,9-5_折扣問題
